#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
366630,-1447540.856992106,276533.3886874099,-1171007.468304696,298.21098368934076,1088.7029565604146,60.5
369963,-1449760.2147058258,277764.8451430898,-1171995.369562736,299.538974651886,1089.9945226828856,60.5
373296,-1449881.2073375853,276380.1123156772,-1173501.0950219082,298.04569190375315,1089.1733092054737,60.5
376629,-1450458.3521398427,274533.3905076988,-1175924.961632144,296.05420462052916,1089.824361177782,60.6
379962,-1448314.7434914475,275247.5738949812,-1173067.1695964662,296.82437321198563,1089.915409105251,60.6
383295,-1449653.7761373846,274820.4614298677,-1174833.314707517,296.3637791803859,1088.3419700206666,60.6
386628,-1451929.7176083913,276575.63942642126,-1175354.07818197,298.2565464855802,1089.9192812978542,60.5
389961,-1451873.9746382404,276672.72927252686,-1175201.2453657135,298.3612472548104,1088.8346816247245,60.5
393294,-1452278.275963284,276450.68720327195,-1175827.588760012,298.1217991931958,1090.584174144288,60.5
396627,-1448932.6530847345,275025.55165788595,-1173907.1014268484,296.5849465371839,1090.0785614750887,60.5
399960,-1450268.4867976764,276756.01379775075,-1173512.4729999257,298.4510604969328,1090.327974456148,60.5
403293,-1452918.280821343,274762.55320853146,-1178155.7276128116,296.30133150370443,1088.26669090761,60.5
406626,-1450980.4743603794,276748.18367805844,-1174232.290682321,298.4426165701183,1089.6565276871208,60.5
409959,-1449448.6261918321,277393.4413205646,-1172055.1848712675,299.1384562921069,1091.581130643318,60.5
413292,-1450365.4831075817,276076.91383170953,-1174288.5692758723,297.71872553420803,1089.954364665596,60.5
416625,-1450661.3181337798,276356.91818974924,-1174304.3999440307,298.0206795783278,1086.5486107189565,60.5
419958,-1450881.3638126133,275260.7072045482,-1175620.6566080651,296.838536048465,1085.6504820878017,60.5
423291,-1451845.8366367295,275822.2157201549,-1176023.6209165747,297.4440615062907,1088.1092382122563,60.5
426624,-1452844.8132341783,275572.5607181674,-1177272.252516011,297.1748359199011,1087.8145926616737,60.5
