frame,pc1,pc2,pc3,pc4,pc5
44,34.59844023349081,-17.54092481261654,-10.079622741088247,-5.390888271421051,7.935739481014095
45,34.64763169283258,-19.61394198127632,-10.778328310369714,-4.914722646791195,11.935688950516704
46,34.295077073498696,-20.647034258819815,-10.758850581069302,-5.917552564624673,12.62343511890198
47,37.7098093170908,-20.938887089892546,-9.200537056714351,-2.866903907550477,13.493974707512082
48,38.561332400526034,-20.91802300016929,-11.421661563434295,-1.9416027874120219,13.003593075334392
49,39.70968496388215,-16.47205589014854,-12.393195850412589,-0.28603892047134327,12.839165362989586
50,36.2521767552874,-17.399573492120137,-13.086715621616559,1.3587363333222702,14.45714264670852
51,35.89980990374254,-18.495948830015298,-15.657214188277777,1.0268095632759795,11.309131077023459
52,33.78022518285868,-19.53066771291518,-11.517728775053985,-1.2666008327779326,13.345990324550135
53,31.577991126958544,-21.93150872830876,-11.81708681939823,-3.4650920548555826,15.52583136852335
54,24.806480332455166,-23.170805916956905,-14.653545537997811,-5.060997154080103,16.867207834644578
55,26.043148281841507,-21.901850712946743,-12.177603831232604,-2.177915838776615,17.503193053141597
56,27.270788683519317,-22.186014907497476,-11.53912119909188,0.8093800547041885,16.73427040216768
57,25.936405511931493,-21.14019242155164,-8.119355563367499,2.2345518959580764,12.156486998848404
58,28.846749533444907,-19.524043034582526,-9.180552353787256,0.07416333082424723,9.416670317000666
59,30.2874652855324,-17.442980803508558,-10.955133988941826,0.6332672891828155,8.291607278457716
60,31.83904902410166,-14.600317394750167,-13.030626774457277,4.420620448612067,4.262934147092613
61,32.73235934319113,-11.363108584245987,-12.770160614003913,6.31618125429616,4.706971160086734
62,35.446804921931154,-14.364370915310746,-11.452350820258987,7.308185675632229,3.2324640633207435
63,36.80141948611507,-10.814040949803797,-11.394459626992763,6.434079708111657,2.9337635346605055
64,35.35932885392924,-12.7189862250424,-7.9705234428108485,8.39632235271356,0.7460078031030772
65,31.6889573018987,-14.000440780563249,-8.668412976300367,7.896180289197691,-1.1816777197816126
66,28.645092045232833,-12.07413603280998,-13.049992984872684,8.227341346409192,-6.17517715122332
67,30.559903747350557,-13.738659789180385,-8.943207909007592,6.764434553825455,-5.546289100860719
68,32.81463981121686,-10.899664103889943,-9.742532191991376,8.074024829756006,-6.222468483875054
69,28.77195835008234,-11.458195559312868,-7.2959254159755,6.693039798873385,-9.236892612798856
70,27.946646683437454,-11.963925041241085,-5.701138360023995,6.802220378320902,-5.918581037371149
71,28.34958996459087,-9.303583463895626,-6.561678887677616,6.019595305117862,-6.6892153367298794
72,29.30897173821925,-9.549010611768729,-10.076261927334437,1.852630731222666,-11.798802268423081
73,31.503665726286638,-9.182118900261255,-11.009001318790233,4.655970374331137,-13.615078957219055
74,28.948765563106605,-11.519221672163248,-9.253984330885176,7.045072823815912,-14.274594605456674
75,24.16783840692849,-9.201054985213224,-6.639374327292544,7.208549484238962,-11.017645299576689
76,17.939065579023353,-10.525931001421885,-3.7230750225307276,8.697410534714372,-13.601041610129803
77,14.32802312329721,-11.806939591248401,-7.839764795389017,7.045917928938008,-13.066875682628355
78,9.150931180020855,-14.506814886529053,-8.008023985049427,7.040406270629284,-17.114815411304374
79,7.896152886710028,-14.40645184077783,-5.8892579106531775,6.758561332137231,-15.748885659651073
80,11.278639512858753,-13.643182103949771,-3.0026378452979796,6.028912212216765,-15.23475802519932
81,8.984936353798767,-14.036173283318531,0.5443922009987976,6.510646081663591,-16.42184263025355
82,6.056640916165052,-15.797476419973497,2.8374220408954596,5.5304199763113235,-16.3602300863544
83,3.4548943371855727,-15.353138453194076,1.9583692644995478,5.079379461802235,-19.31339361887747
84,2.9025174265205695,-13.522840139763659,2.5159529164422136,4.858631391665458,-17.026269042722657
85,0.6060734105844519,-17.036178982277036,-2.6512776250841497,8.442886427416122,-14.256756209169989
86,-2.3723412769269374,-23.032009131724998,-6.052994614998263,9.20843394562162,-12.883196057382957
87,-2.266093691138019,-24.750730432496344,-8.65318135070209,7.135099327439298,-8.614873500168446
88,-0.08164200927119356,-21.335962150619707,-9.722379152392568,10.41953474529096,-9.081154236790166
89,1.729190648918292,-20.842618091664484,-13.709744645205786,10.2019966495858,-8.408407943543905
90,-1.4735030580954551,-22.465254289765255,-10.056889640916607,9.882511705253307,-9.718021122903478
91,-1.0642087760230363,-19.37488271341181,-9.790614721749986,11.326116594319899,-7.400275832057155
92,-3.8759733334427606,-18.76281648850422,-6.7886853422732285,11.689276256583309,-7.307296220979591
93,-8.447718127682233,-20.115017476359924,-6.446854815766488,11.973686656282934,-4.57213344907238
94,-9.57069532911779,-18.72954930311712,-9.194165355325326,15.674151883679269,-0.31293220745804184
95,-10.527171370018893,-20.45361901778385,-9.983189917080754,13.192399389499343,-0.049541224053196
96,-7.746513371559974,-21.652715856388248,-8.781601972021914,11.476968726429476,-3.5286971890420995
97,-8.481268834164117,-26.25814832509221,-8.505482467914998,10.446991677633873,-6.407087349945587
98,-9.361737764099496,-27.601273201069844,-11.306945894140636,9.390069654875752,-7.916484227380534
99,-8.657742148769584,-25.789094940934632,-10.849283178484832,8.554277284580866,-9.826939924500461
100,-9.495767598155465,-28.573760596542144,-10.981438465063981,7.3154514677918,-5.3766995350554465
101,-9.219879233350262,-30.39986889830764,-13.969091731896059,8.67899915748292,-2.232092478196289
102,-13.200155558368913,-29.101929670818603,-12.977687194151743,5.8458504196585634,-2.486455949027863
103,-12.447978228160267,-28.51467602554657,-11.85663484626219,7.571392200046815,-2.9177310019416205
104,-14.533768433021933,-29.525889437839314,-6.7651162765178166,7.568685496507646,-7.096150098622771
105,-18.079535266941075,-32.72140254087371,-9.062566558556552,6.2045040384223835,-4.293174854188422
106,-19.52697203883894,-31.02038800974947,-5.56109628640174,6.42848549801106,-2.804416604467968
107,-18.984459775820802,-28.30600478093768,-2.4882028700459538,3.824636890826505,-5.234546023534523
108,-21.99433519481296,-28.96030077932949,-2.8391478870286035,4.678168161147658,-5.512665569957714
109,-24.875486997651272,-28.404511086166323,0.23783836152773485,-0.5073622957306911,-6.521368440273455
110,-26.01463743546318,-26.071282103376774,1.2642545875766946,-0.400000866254148,-6.645910404490584
111,-27.112090184272713,-26.344253349866143,5.038099685989885,-0.02674501168926302,-7.494020953480938
112,-28.75901708730831,-22.463267689278346,9.999486947651539,3.2639557646868584,-3.079439839054335
113,-30.773025229237017,-22.766595339693776,13.198759238879564,1.2807615289586018,-4.923526936408347
114,-32.64137030441528,-20.6575973016792,18.473288879106498,0.6031758769660134,-2.7842954821707733
115,-33.41676769859389,-19.023271540504137,15.780088392879458,3.1974097299614406,-3.870803042212409
116,-36.05038295576747,-19.182274036528415,16.45821680838809,3.645885971007141,-5.943436707129775
117,-33.66533631200527,-19.194901267360287,14.683742359548287,5.191334383323228,-4.405847392396193
118,-34.55493618643441,-21.727393050157435,13.084240475534557,3.7511051732745004,-2.148377950201466
119,-30.055779331240824,-24.77404158658814,10.400963731511991,3.283379739360443,0.5182811376346145
120,-26.85690927537363,-26.410375567690778,12.512261286298243,1.5580124078179587,1.9742054941025797
121,-26.755776026872656,-23.845045463635543,8.917860305057038,-2.4674391974696768,2.7086151362828286
122,-23.975427390819394,-24.933493580216755,7.5107944715796915,-4.031320880861771,3.8410979707560786
123,-21.79401022343125,-23.187674015596627,10.887390686644958,-5.56529067193917,4.884860638435142
124,-23.99787657956245,-17.938059174764806,9.106693261496527,-4.949174094978948,6.539004524127919
125,-25.31202200076205,-18.823279653912852,10.959069215272537,-6.473630518766405,5.502285963171932
126,-29.2745389844854,-19.270670813443726,11.817158625256678,-4.155269134491592,6.730140387069108
127,-30.25873036898891,-18.796821522579855,17.42962592542774,-5.086793677200177,9.699217850931396
128,-31.73965427914595,-17.219182195856124,12.381714201032716,-1.791003197048017,13.734533638429268
129,-34.88156391128254,-16.482312670245967,12.70348943777866,-0.5321959789771016,13.764774023845188
130,-32.27464672248724,-14.4868390653184,10.414446543818315,0.9704292609534333,11.807337526676427
131,-32.14272454818137,-14.306020933984254,11.484239699979746,-0.32039892658664926,9.074867971427377
132,-34.51731457057238,-12.339564316601402,16.96520029059538,-3.4466241364038566,7.479992535963068
133,-30.71124872284859,-10.111297437729803,15.698731175603122,-5.9527089659130885,9.715849504945039
134,-29.13467898097464,-10.460774220260681,17.888021298693943,-3.543210738832509,8.35975863406015
135,-32.34628902244994,-13.115707421062824,19.46280766255468,-4.375484804735702,7.88881620036083
136,-35.3979425881446,-8.419016688318377,22.778473085647313,-5.981319014500278,4.391516598391007
137,-37.065611119781266,-9.06927091631978,17.78871389074092,-9.16567849767527,3.4242819719319986
138,-33.211843664898346,-9.620630018246176,15.530200919059453,-10.818965379939279,2.2346012870069654
139,-34.00029357570354,-8.003523280078474,18.12383814634076,-8.207416971295087,-3.1602936396392223
140,-33.587888397739434,-9.73175322449487,19.139550476494133,-4.434567996046335,-4.16402027421349
141,-36.562946761663824,-14.394827427102452,12.906518213702537,-7.871500712881005,-5.02732055887675
142,-34.68193334244618,-12.110610758965725,21.10502374134168,-7.517930749337904,-4.5746691494503215
143,-31.50156342826654,-10.63913353240325,24.175657502221185,-6.092715844060447,-4.467298671714043
144,-29.346896633306777,-7.904047945506248,23.469192320875433,-6.098074371349197,-3.999275597066032
145,-31.057991710305647,-7.1397397246633645,22.719193368861053,-2.3086815705180337,-4.858161295356041
146,-25.811521331668935,-5.52270376389058,25.06002983578291,-2.6378000503459798,-4.175382371675039
147,-20.93301987543402,-3.540253845661804,23.66404320679396,0.020194338118626587,-2.156628340790882
148,-22.419033321938475,-5.980952649748393,21.94110362631057,0.4697169292192265,0.20480194835168208
149,-21.157200842079657,-2.529857986203409,20.75126806754466,1.9461006411066268,4.239248777369366
150,-22.284276199432714,-5.929042542690877,14.84535664686364,0.8503646422837199,7.157219401735253
151,-21.011929594900376,-2.4382504177964006,15.576278079105505,2.92946692343993,7.899297804241701
152,-18.677400769901936,1.5851009869872799,18.414775834871243,2.7060082720506227,8.984867561550015
153,-16.148450359812024,2.21805757542652,16.08631508430172,-0.3876769617636492,7.561289473608316
154,-16.213142327752905,5.067321098238316,16.380228399057483,-4.511855710179983,5.455601113801247
155,-16.001028387194413,6.384841856138726,17.49857943523342,-2.0186818005964624,8.463211348917852
156,-15.95762044498102,7.8226167846362635,14.934535671932249,-3.0921108025113426,5.89452932210501
157,-15.474323416573174,12.372190484088822,16.06530810738111,-4.48646024575563,6.748717703109614
158,-11.962668667931872,8.729786357669731,15.913208118598892,-5.2410851522033255,8.937103571862865
159,-10.000319383565271,8.466701609416694,16.70010775175787,-6.129476115972665,7.212568785360248
160,-8.784707152577997,9.360541606243626,12.577970521939996,-1.7734601593243347,6.076879104043439
161,-6.30061748850213,9.623870919314276,13.947919380673158,-2.8471922217349226,6.3373238479426135
162,-6.329510376264457,8.961463589679745,14.14927943099968,-1.745603945931174,6.109794532707571
163,-5.702170113879765,10.519349719968147,12.510952340940927,-3.98088137345825,3.6367933536451504
164,-5.81402189109514,10.259267660017885,9.56771197215346,-4.138164551708629,4.328973211246057
165,-7.212475433689756,11.092326236510234,7.000071769516357,-6.068910746029686,2.4876613958089844
166,-9.784185261348819,10.592061132633418,6.345768889526869,-7.83520460033804,3.3608141364423165
167,-7.6028711491253045,13.079913441015824,7.238246764314354,-8.57851939034411,2.5795025287115725
168,-10.62822179832381,10.947125456256108,6.1435203293340335,-10.682916555756417,-0.01551167062292308
169,-11.073535022572688,10.345769985364825,8.16372907880965,-10.642441321836664,1.256712029041284
170,-11.707657326511676,10.564230073416113,8.062638571298622,-10.64077926221101,-1.1531988385882883
171,-9.89518357100628,10.476768829181024,5.013259260033787,-7.839718067598377,-1.8792047466232746
172,-13.076922388768304,10.69774570841561,5.424294312365505,-8.901528307429553,0.48018482169083326
173,-16.93055162285007,8.73727259455905,1.186701956876846,-8.485293440142732,-3.6891530104094477
174,-14.638197135895943,8.518637699850176,0.7926752839118617,-13.695646605532723,-3.918579571077491
175,-13.726259483014001,7.800065053478911,0.7736132083282478,-17.475668500945027,-1.9650430138880437
176,-13.527240762652994,8.635700727928196,-3.390440083902267,-16.36004164400639,-3.15880159464903
177,-15.221894975438389,6.0982309023184875,-3.2034817360754246,-18.067274426085643,-5.2996600186523
178,-13.34154728332915,8.548692832927399,1.3970121224650554,-15.241562332853483,-6.2712909007355515
179,-17.995659547787117,8.373857520042854,0.8527702903335995,-13.494946250852621,-11.801333375275872
180,-14.612022770305455,11.637364652883747,-2.3056209202769504,-13.504754949792352,-9.76675774687434
181,-15.14832493370414,16.176693641272653,-5.140782221564653,-11.638518796756319,-7.657902351877305
182,-14.562853987571414,15.147356768189086,-7.401343688188604,-11.665385444470488,-5.1313482611886405
183,-13.235527914384068,15.820180244630961,-9.427428313770202,-13.34059976299548,-6.879088794407187
184,-13.034312853965167,19.233905051099207,-9.9843194027171,-12.21050695862888,-7.220985952511748
185,-12.922932818430972,16.480610199374734,-11.915408764240226,-11.339343279149848,-7.59251441908281
186,-13.13455937671332,18.693560816597575,-14.748496066726311,-14.759691582659393,-9.435664522971097
187,-12.14076016309776,17.427196257359945,-18.27201439753574,-14.21902223993692,-9.530814759450434
188,-11.37829000955462,16.186220652405822,-14.422184777614337,-13.597138293847294,-7.69513152595472
189,-12.453481688269571,14.036808932330844,-13.146608743404089,-12.200867943672362,-5.7987828229203275
190,-11.043561298230372,18.284781463648184,-14.185051442295205,-14.2983459890334,-4.910746501080885
191,-11.879026254656495,21.176553198023914,-11.751450616217605,-12.436117132731663,-5.060923623028967
192,-12.686459566263839,18.95764963519348,-12.911528709813188,-13.178953815785777,-4.733527225699852
193,-11.469367803671798,15.023042982322721,-14.661236133219791,-15.391816144738257,-6.8866256316613805
194,-10.121206152942568,11.927038282772775,-18.66456521118471,-16.032125472796167,-6.42248935609571
195,-10.77836606499825,10.143206550298029,-16.495598035141818,-14.997253141392358,-8.820208525125906
196,-14.983680039094466,8.622942068754448,-19.12899154498924,-15.615641865394196,-5.196691512081483
197,-13.687223044387123,9.013693127185421,-16.202499973933445,-16.199945443018965,-2.3106407716477193
198,-17.48068678786129,11.149696576812937,-15.821350667086582,-16.650836496789246,-1.5228469926267911
199,-17.796608713038683,12.402226228519039,-13.820468227862497,-15.636321773135672,-2.248925769692756
200,-16.269972304351903,11.188670951411975,-14.825475657747253,-16.67352378763969,-2.9077554523653633
201,-19.142956021562917,10.567380166274209,-14.121393550429518,-14.648917196350052,-1.3440993243247157
202,-17.3364044814603,5.649818005717181,-13.901098784179867,-14.92654996022992,0.20326560020595863
203,-19.24621755726739,7.774190762252672,-15.221868033932475,-14.8443785473305,1.8954845586009759
204,-21.300461424803345,8.504658597227214,-16.73276966376101,-13.890692811457034,-2.3530061584134216
205,-19.969592174561857,10.771319725409208,-19.60558880684284,-15.4075351078788,-1.2584291659415108
206,-22.383220772468846,12.441777391719203,-19.558916358449277,-15.413334995601446,-0.8350640774774403
207,-21.93023908369254,15.741828192389129,-18.389310281345935,-14.990615579404508,-2.575588800769512
208,-19.57648698586276,13.491194151988338,-21.968863778457834,-15.24569433027655,0.5041547761138526
209,-18.998273062795615,11.065494745122079,-24.815674188667078,-15.95452878335386,-0.6251759765632356
210,-20.356079958249424,11.461189560786233,-26.68113825326408,-12.007530206817698,-2.3370359341540508
211,-23.364866659925468,5.811593206689823,-23.803419144378864,-9.53966236331451,-2.555841400242835
212,-21.66755237381249,11.05422711041195,-22.686453485843533,-9.785848346767182,-3.2923883686992053
213,-18.410459644320298,15.271427541944641,-20.45865977748677,-3.6251232632897534,0.4561711354906233
214,-18.361630286015803,11.869928464123179,-22.822368559120022,-5.425468769061637,2.7021313580274615
215,-20.570011491819127,13.692887815174089,-18.497820281462648,-3.457979694459046,3.220547302535517
216,-17.273702689398455,20.021652527549108,-17.591832551451994,-2.406497691234343,6.410921754258239
217,-17.321567884782326,22.671375432391372,-12.251133402271051,-0.3967394157306933,6.814590562494034
218,-15.701240424414243,26.149963950205528,-12.636452306893357,3.613597923350222,7.657940974147484
219,-14.861370311527299,21.64363418792491,-10.158072981320093,6.845746406899057,10.956280332336611
220,-14.802051400706942,21.496533102682292,-8.979930308491383,3.5319233094526847,8.22851939053589
221,-14.346653836412614,22.132011403288367,-11.557472493125076,7.412306340757496,11.355338458656961
222,-12.996459023702434,26.014150420494204,-7.841388224203722,5.244587525193942,11.066949949336326
223,-13.487292935472901,28.39498033766946,-9.74716787420314,10.539098651797985,8.362570314215288
224,-9.819265505429305,30.55591362986669,-12.03025757081003,8.223282310666912,6.842359164452643
225,-5.22389235323079,31.273969768691806,-8.816408234766406,9.315661833431104,7.971129618664363
226,-9.806737885703697,28.621940348991867,-8.646829666341542,9.359212817270818,6.163657871064948
227,-7.107856884908304,29.852675898224422,-6.342965293074588,5.897840244174551,5.0400059358628475
228,-8.99280052688689,30.205529636646112,-6.9422323023714965,8.840723077226258,7.876965597003585
229,-6.880824772966333,30.519582903735557,-7.066458941905751,11.07674266738581,11.119131595430401
230,-8.655999652726997,32.70728654631351,-7.823173749851946,14.754959504581622,11.205979534609535
231,-13.999251610508782,30.475463228256853,-5.160972301500345,20.0449727402656,9.563346394722632
232,-13.69638158850257,31.030612865706868,-5.04153420871327,17.65551706421132,11.087234953902778
233,-18.41727941469953,30.437721917388433,-1.7641914158553718,13.985346522988278,9.890497490597054
234,-18.758002599940014,29.088150791702915,-2.068884679106241,16.059875716789133,6.213500488613175
235,-18.29932596276467,25.12042141078777,-2.0276727088630904,15.318514294061066,4.856541844299712
236,-18.82872546590458,21.38022021885892,-3.517455580160437,15.327909620676829,3.213817067685536
237,-18.218149270178127,17.930729901300477,-3.6493028598381727,16.70036647521506,1.7473375200881185
238,-18.9292761133456,19.053231929978175,-6.2750733654276,21.475405918379327,0.45458883021180724
239,-15.833201573873511,20.185972848345966,-4.123282676281886,20.426433077462804,-2.0063640315941664
240,-14.681445631546381,17.018219582090456,-6.284131389373326,21.430100543607907,0.373274201828524
241,-13.657666255687795,22.187393653141864,-5.325403740883257,20.59214596227253,3.235430343655862
242,-14.191324602062284,23.554086646973378,-2.6609069650403754,22.916562034269482,1.0309410146945042
243,-15.200936623679247,25.360468429631243,-1.9779762070691025,27.013280231472955,-1.8845355371557857
244,-14.761055998441462,26.028140744030896,0.5463139570503225,28.775285994073844,-2.4105210214201778
245,-15.02337216747515,20.464065453124626,-0.3552882115123299,26.58183524886163,-0.964214680402845
246,-17.080177433437985,21.229390390497553,3.129601428297876,30.943218920403837,0.9422161340650124
247,-19.39265548838403,22.71165034585514,1.8889870253870424,34.807856235679544,-3.002605019545556
248,-18.0376721246519,20.451648142005766,5.427458565952567,30.58716952241406,2.8552291843461877
249,-20.019242481866627,22.041792564353713,4.308071865220938,32.064198102484646,-0.04470581412884489
250,-23.892349416520485,25.694372605903606,6.46670953545569,31.983226135299457,-1.1746325830269582
