confidence_score,ptm,iptm,ligand_iptm,protein_iptm,complex_plddt,complex_iplddt,complex_pde,complex_ipde,chains_ptm,pair_chains_iptm
0.9615225195884705,0.9583986401557922,0.9531157612800598,0.0,0.9531157612800598,0.963624119758606,0.9708335399627686,0.32502463459968567,0.3668675124645233,"{'0': 0.9693745374679565, '1': 0.9699660539627075}","{'0': {'0': 0.9693745374679565, '1': 0.9526726007461548}, '1': {'0': 0.9531157612800598, '1': 0.9699660539627075}}"
