confidence_score,ptm,iptm,ligand_iptm,protein_iptm,complex_plddt,complex_iplddt,complex_pde,complex_ipde,chains_ptm,pair_chains_iptm
0.9541118741035461,0.9450372457504272,0.0,0.0,0.0,0.9563804864883423,0.0,0.3579792380332947,0.0,{'0': 0.9450372457504272},{'0': {'0': 0.9450372457504272}}
