confidence_score,ptm,iptm,ligand_iptm,protein_iptm,complex_plddt,complex_iplddt,complex_pde,complex_ipde,chains_ptm,pair_chains_iptm
0.9542003870010376,0.9557737112045288,0.9516245722770691,0.0,0.9516245722770691,0.9548443555831909,0.9568458795547485,0.31585583090782166,0.3692980110645294,"{'0': 0.9734624624252319, '1': 0.9743379354476929}","{'0': {'0': 0.9734624624252319, '1': 0.9498615264892578}, '1': {'0': 0.9516245722770691, '1': 0.9743379354476929}}"
