confidence_score,ptm,iptm,ligand_iptm,protein_iptm,complex_plddt,complex_iplddt,complex_pde,complex_ipde,chains_ptm,pair_chains_iptm
0.9626803398132324,0.9592428803443909,0.9539477229118347,0.0,0.9539477229118347,0.9648634791374207,0.9719379544258118,0.32360050082206726,0.37475571036338806,"{'0': 0.9705366492271423, '1': 0.9705862998962402}","{'0': {'0': 0.9705366492271423, '1': 0.9539477229118347}, '1': {'0': 0.9535701274871826, '1': 0.9705862998962402}}"
