confidence_score,ptm,iptm,ligand_iptm,protein_iptm,complex_plddt,complex_iplddt,complex_pde,complex_ipde,chains_ptm,pair_chains_iptm
0.9553724527359009,0.9598525166511536,0.9545855522155762,0.0,0.9545855522155762,0.9555691480636597,0.958373486995697,0.3103605806827545,0.3577662408351898,"{'0': 0.9763515591621399, '1': 0.9764781594276428}","{'0': {'0': 0.9763515591621399, '1': 0.9545207619667053}, '1': {'0': 0.9545855522155762, '1': 0.9764781594276428}}"
