confidence_score,ptm,iptm,ligand_iptm,protein_iptm,complex_plddt,complex_iplddt,complex_pde,complex_ipde,chains_ptm,pair_chains_iptm
0.9607616662979126,0.956896185874939,0.9503704309463501,0.0,0.9503704309463501,0.9633594751358032,0.9689483046531677,0.325048565864563,0.3827475607395172,"{'0': 0.9694886207580566, '1': 0.9701139330863953}","{'0': {'0': 0.9694886207580566, '1': 0.9495700001716614}, '1': {'0': 0.9503704309463501, '1': 0.9701139330863953}}"
