confidence_score,ptm,iptm,ligand_iptm,protein_iptm,complex_plddt,complex_iplddt,complex_pde,complex_ipde,chains_ptm,pair_chains_iptm
0.9603546261787415,0.9570342898368835,0.9517737627029419,0.0,0.9517737627029419,0.9624997973442078,0.9716652035713196,0.32651299238204956,0.362083375453949,"{'0': 0.968662440776825, '1': 0.9681974053382874}","{'0': {'0': 0.968662440776825, '1': 0.9517737627029419}, '1': {'0': 0.9510146379470825, '1': 0.9681974053382874}}"
