confidence_score,ptm,iptm,ligand_iptm,protein_iptm,complex_plddt,complex_iplddt,complex_pde,complex_ipde,chains_ptm,pair_chains_iptm
0.9608203172683716,0.9580589532852173,0.9528295397758484,0.0,0.9528295397758484,0.9628180265426636,0.9709672331809998,0.3269613981246948,0.3656197786331177,"{'0': 0.9693893194198608, '1': 0.9695599675178528}","{'0': {'0': 0.9693893194198608, '1': 0.9528295397758484}, '1': {'0': 0.9528099894523621, '1': 0.9695599675178528}}"
