,time,Backbone,C-alphas,Protein
0,0.0,6.088919711819627e-07,0.0,3.102631121293556e-08
1,1.0000000328495406,0.6144800961425172,0.5901762085350042,0.8987365347477396
2,2.0000000656990813,0.6892737564571274,0.6699501367630994,1.027379139888108
3,3.0000000985486217,0.7394425295591626,0.7192169440241598,1.1259308459427848
4,4.000000131398163,0.8392090035320567,0.8174878653711448,1.204202010487918
5,5.000000164247703,0.7511606289270426,0.7204589326111428,1.1678322603144653
6,6.000000197097243,0.7672076178143388,0.7452434831013609,1.190439731546375
7,7.000000229946784,0.8134126870009999,0.7878689962104979,1.2377517014447936
8,8.000000262796325,0.8131897827242377,0.7850603876568846,1.2648311080195689
9,9.000000295645865,0.8322353454023647,0.8133369375683419,1.2999765826093361
10,10.000000328495407,0.8528116033790315,0.8246053593128648,1.3156186243388361
11,11.000000361344947,0.8550163202150359,0.8316809864140712,1.3176189473544533
12,12.000000394194487,0.7957779003598903,0.7758845228809194,1.3161720603098774
13,13.000000427044029,0.8293761725987489,0.8061521791585163,1.3295383359800896
14,14.000000459893569,0.8628236324332726,0.8413104191900973,1.3329879928540123
15,15.00000049274311,0.8227230740321336,0.7961987591356695,1.3093014724266
16,16.00000052559265,0.8520171772593678,0.8249798373307868,1.3466712140621557
17,17.000000558442192,0.8491273198857906,0.8223114167177406,1.3507682351733452
18,18.00000059129173,0.9436893893293002,0.9340832403007169,1.4296929742475433
19,19.000000624141272,0.97257874342566,0.9536396378435958,1.4535784538732577
20,20.000000656990814,0.9751248915549567,0.9616345445655625,1.4362343361311298
21,21.000000689840352,0.9853146472203753,0.9734022443459543,1.4266016196747653
22,22.000000722689894,0.9268552749373363,0.9122353243759599,1.3960192083224803
23,23.000000755539435,0.851102267037507,0.8398082529716181,1.3534763418907207
24,24.000000788388974,0.9412310803586122,0.9271146960004518,1.4333795853602138
25,25.000000821238515,0.8894882987225412,0.8767157552303351,1.4256387305341716
26,26.000000854088057,0.9882741550244346,0.9757695641573212,1.462378290306646
27,27.0000008869376,0.9722341893554451,0.9525236781098325,1.4479152377600386
28,28.000000919787137,1.0046296992627786,0.9890063709038281,1.4839441667553122
29,29.00000095263668,1.0648018676146402,1.0528221682885033,1.552842812752043
30,30.00000098548622,1.018814882496535,1.0098802552233728,1.517032138900814
31,31.00000101833576,1.0079733550234227,0.9979287141037976,1.5180434989075227
32,32.0000010511853,1.110396176921918,1.1002495629208529,1.5748351497431825
33,33.00000108403484,1.0880765253572646,1.0819604313182334,1.5782657363916088
34,34.000001116884384,1.0776549947195948,1.0718141163495023,1.5780833504740788
35,35.000001149733926,1.160693378633347,1.154430183222685,1.6652600717507007
36,36.00000118258346,1.1066597587597813,1.1015146993628029,1.6098193563135375
37,37.000001215433,1.107226591065769,1.1090112484783388,1.6175844165700155
38,38.000001248282544,1.1522728289114947,1.1512384420026758,1.6694085794379008
39,39.000001281132086,1.2330200040203858,1.2306517020934662,1.7273904072470725
40,40.00000131398163,1.2554380286163789,1.2534865952228842,1.7421792278760828
41,41.00000134683117,1.1984474672707648,1.1969751511996,1.6994114115289092
42,42.000001379680704,1.142129559166272,1.1412863465854033,1.6775794155606754
43,43.000001412530246,1.1125308331885944,1.1047307984632961,1.648273341983578
44,44.00000144537979,1.1489501355435374,1.1495463431030988,1.692301220330741
45,45.00000147822933,1.1454304639351736,1.1444097682021637,1.696205222662992
46,46.00000151107887,1.1303865284397052,1.1215007285961944,1.6648297657390385
47,47.00000154392841,1.1813437418753507,1.1766548739317757,1.6940895298136804
48,48.00000157677795,1.1301388191939958,1.125053397673609,1.658947117330129
49,49.00000160962749,1.1367404373659626,1.1336063676655879,1.665340569562976
50,50.00000164247703,1.1009622516513495,1.0925248951536484,1.6364508587000832
51,51.00000167532657,1.1713855118882932,1.1707243857994014,1.7041430793788206
52,52.000001708176114,1.0455522453916584,1.0422975040769107,1.608576694627938
53,53.000001741025656,1.1591984825529573,1.1585002837357592,1.6815106782687324
54,54.0000017738752,1.2102701303464964,1.2035561796057852,1.731419879165638
55,55.00000180672473,1.1216786556643001,1.1271165617209153,1.6846056665900422
56,56.000001839574274,1.173093566386315,1.175588725124575,1.7366708513711842
57,57.000001872423816,1.1907408807892974,1.194159365949902,1.7421731338241573
58,58.00000190527336,1.1383366771464638,1.1412478477230934,1.6952592006844842
59,59.0000019381229,1.114164312032509,1.1137557315141693,1.6736337802564534
60,60.00000197097244,1.275636478133795,1.2701698491589763,1.7730965802319878
61,61.000002003821976,1.2491192104821547,1.241697420047828,1.7173005254740827
62,62.00000203667152,1.278915561809612,1.2797453908484244,1.8053529593404287
63,63.00000206952106,1.4025356688402226,1.4056080772041586,1.8852514367747524
64,64.0000021023706,1.3987808687019674,1.403944001380886,1.881254081494435
65,65.00000213522014,1.3520389061812113,1.3528467305535856,1.8341271266032084
66,66.00000216806968,1.3398111635397492,1.343386934503736,1.8308709760903312
67,67.00000220091923,1.3483853286213767,1.3527922284556686,1.8147156319806266
68,68.00000223376877,1.227261327322576,1.228948428225097,1.7488032442542363
69,69.00000226661831,1.290503782225818,1.2934280738400998,1.7882596583558636
70,70.00000229946785,1.2271575597505364,1.224091590120457,1.762860385428281
71,71.00000233231738,1.214383291570525,1.2054584279291798,1.759699054502672
72,72.00000236516692,1.2278836429843305,1.2225563216824347,1.7627729365148108
73,73.00000239801646,1.3683313636995253,1.3705163494564223,1.8713313287805067
74,74.000002430866,1.268334836482889,1.2644638866884097,1.7889975826931561
75,75.00000246371555,1.2469571580212078,1.2415847170798646,1.7553302064917642
76,76.00000249656509,1.14322921878639,1.1368822818454793,1.6818567267679543
77,77.00000252941463,1.2048644029539672,1.2064566993176677,1.745227171836162
78,78.00000256226417,1.250034042640842,1.2467435307097403,1.7674598260997252
79,79.00000259511371,1.2145918076262374,1.2046849681199205,1.772096185702696
80,80.00000262796326,1.1290407758597352,1.1225952586249146,1.6881364320525478
81,81.0000026608128,1.13923363213361,1.1347829574570434,1.6700819086452106
82,82.00000269366234,1.1815972462520135,1.1802488744721131,1.7058179078249271
83,83.00000272651188,1.2269598986883103,1.2164527107733483,1.7380964172091597
84,84.00000275936141,1.2027101870473034,1.1832656789145144,1.701901894740927
85,85.00000279221095,1.20451902977109,1.195383940526173,1.713510355518027
86,86.00000282506049,1.287274258894518,1.2792431287925596,1.7514362174522482
87,87.00000285791003,1.2326926678762085,1.2288312438644164,1.7245458614590288
88,88.00000289075957,1.1976937379791492,1.195116423647299,1.723141766947207
89,89.00000292360912,1.1281808277575582,1.1185607263402646,1.6816564213702752
90,90.00000295645866,1.2290880826996224,1.2235780418009006,1.7873886880624184
91,91.0000029893082,1.2313470361965033,1.2250270495979356,1.7428505769714124
92,92.00000302215774,1.2785295067885771,1.2779605147981354,1.8081080442615378
93,93.00000305500728,1.3546872130314016,1.3526867988887652,1.874028758337049
94,94.00000308785683,1.3821576850303758,1.3760417364218787,1.8850730186136073
95,95.00000312070637,1.3336835593829501,1.331517869679916,1.850004786301852
96,96.0000031535559,1.1781648407253285,1.1762618667948967,1.7291464358661681
97,97.00000318640544,1.2461062317502047,1.247360256946296,1.7851665636668097
98,98.00000321925498,1.2273499396966256,1.2261917564045457,1.7541442659627695
99,99.00000325210452,1.287574610448081,1.2884499310178024,1.8142153427128884
100,100.00000328495406,1.3162758952412752,1.3121314063862415,1.8313782712612483
101,101.0000033178036,1.2787577670356949,1.274346136511049,1.8066680635641181
102,102.00000335065315,1.2203990672108687,1.2108933586009762,1.7803911631510831
103,103.00000338350269,1.166831551191295,1.154907378417944,1.7251911063687073
104,104.00000341635223,1.094117252155737,1.076178189544948,1.698801319119181
105,105.00000344920177,1.1527698253058631,1.1360395838796362,1.7513582725596435
106,106.00000348205131,1.138400410970868,1.1259232336377019,1.7358901331742578
107,107.00000351490085,1.069767332347833,1.0576906644803463,1.6883331461097888
108,108.0000035477504,1.072958903683471,1.0599367234165924,1.6861346916058373
109,109.00000358059992,1.175625093705911,1.1613736361787477,1.7570011939787706
110,110.00000361344946,1.2195116364558207,1.2108982675128195,1.7688475762696596
111,111.000003646299,1.1983043453144269,1.1898772110649585,1.7752191388700174
112,112.00000367914855,1.1280488052523283,1.1157369675800792,1.7312522105878254
113,113.00000371199809,1.1081051843946623,1.0924638516694531,1.6884190452966519
114,114.00000374484763,1.1154634653859365,1.0977274739283271,1.6769032583012378
115,115.00000377769717,1.1668376727223868,1.1447294084438262,1.6854804696360874
116,116.00000381054672,1.082812774165249,1.073674732511569,1.6488553031195567
117,117.00000384339626,1.0857818476352181,1.0735683463038626,1.6747742700620327
118,118.0000038762458,1.1126059783881022,1.0907022352384828,1.693970796379986
119,119.00000390909534,1.091411535309691,1.0764024228259823,1.6916338557266624
120,120.00000394194488,1.206155828163044,1.1878121941102289,1.7891566619229355
121,121.00000397479442,1.1731549519905304,1.16108259335718,1.7725891410887704
122,122.00000400764395,1.1213966545714205,1.1099532927482387,1.730929208767034
123,123.0000040404935,1.125401784521121,1.1129999292153725,1.719158232254261
124,124.00000407334304,1.1126776956065507,1.0903963386219575,1.7027099733023625
125,125.00000410619258,1.1086588587962587,1.0839931031803396,1.6754506078579998
126,126.00000413904212,1.2110578114660728,1.1907642721104323,1.7503773280393684
127,127.00000417189166,1.1826086673568028,1.1652180659822324,1.724385355116897
128,128.0000042047412,1.1923414895576692,1.178622625345407,1.7438996111017182
129,129.00000423759073,1.2250476783159527,1.2054345497622838,1.7722692518730832
130,130.0000042704403,1.2286805713935391,1.209554954267765,1.7828198347752464
131,131.0000043032898,1.11855812475835,1.0964276167678044,1.6974074107317922
132,132.00000433613937,1.1449590148762143,1.114478163515246,1.6915258557876405
133,133.0000043689889,1.1563533154305112,1.1372399303178156,1.702383396336565
134,134.00000440183845,1.1089393949472774,1.0921223805510003,1.7000773337018849
135,135.00000443468798,1.2176191514475219,1.2020888692342797,1.7501720927139122
136,136.00000446753754,1.1518667052048264,1.1367285995262446,1.7092457930309863
137,137.00000450038706,1.1881711453252959,1.1760275637318747,1.7213651476726852
138,138.00000453323662,1.221052410925803,1.2025318445713327,1.7569097786352008
139,139.00000456608615,1.1883567119863423,1.1764223303631829,1.751468807434877
140,140.0000045989357,1.210071234743848,1.1975519709146814,1.773867105888714
141,141.00000463178523,1.0475957315650657,1.0316916361613306,1.6586106617772847
142,142.00000466463476,0.9973406255769649,0.982132652830956,1.6288973302268805
143,143.00000469748431,1.0293650942994401,1.0060732549669598,1.6273246476022143
144,144.00000473033384,1.030227378865691,1.0192457589965644,1.6779667613176894
145,145.0000047631834,1.229748454068295,1.225602263564668,1.821358254119096
146,146.00000479603293,1.1885796720569797,1.1851950571068093,1.8160076349906653
147,147.00000482888248,1.13773569903341,1.1329832218307017,1.7545164800216575
148,148.000004861732,1.129944068520672,1.1212285115013614,1.7530966626664206
